751682809_convenience_shop,53.30014,-6.50363,0
751682817_convenience_shop,53.29599,-6.49232,0
640767598_convenience_shop,53.36422,-6.48844,0
664126419_convenience_shop,53.36490,-6.48844,0
1470712172_convenience_shop,53.36435,-6.48785,0
664132892_convenience_shop,53.36390,-6.48755,0
664135381_convenience_shop,53.36442,-6.48651,0
854872013_convenience_shop,53.36412,-6.48538,0
548050889_convenience_shop,53.28316,-6.46865,0
528235797_convenience_shop,53.35200,-6.46208,0
674208258_convenience_shop,53.33261,-6.45554,0
528235803_convenience_shop,53.34154,-6.45172,0
506821597_convenience_shop,53.35678,-6.45050,0
981443543_convenience_shop,53.35954,-6.43156,0
632915094_convenience_shop,53.34191,-6.42344,0
1424006130_convenience_shop,53.29076,-6.42106,0
794476260_convenience_shop,53.38288,-6.40961,0
746742520_convenience_shop,53.40554,-6.39345,0
523667151_convenience_shop,53.56737,-6.38266,0
640776117_convenience_shop,53.40544,-6.37859,0
301128077_convenience_shop,53.37791,-6.37689,0
559162555_convenience_shop,53.42870,-6.37482,0
1424006116_convenience_shop,53.27169,-6.37197,0
325762143_convenience_shop,53.35565,-6.37096,0
681469554_convenience_shop,53.35143,-6.36851,0
297812081_convenience_shop,53.39327,-6.36770,0
937866721_convenience_shop,53.30788,-6.36731,0
1420913322_convenience_shop,53.27609,-6.35337,0
300247465_convenience_shop,53.32368,-6.35086,0
944927474_convenience_shop,53.28682,-6.34595,0
681475030_convenience_shop,53.34990,-6.34526,0
293524418_convenience_shop,53.27474,-6.34505,0
292370915_convenience_shop,53.28942,-6.33585,0
1424006131_convenience_shop,53.27580,-6.33062,0
1423523492_convenience_shop,53.37814,-6.32657,0
967682744_convenience_shop,53.37067,-6.32403,0
872685147_convenience_shop,53.33866,-6.32195,0
967681714_convenience_shop,53.36894,-6.31813,0
870020014_convenience_shop,53.27855,-6.31696,0
1159022123_convenience_shop,53.37665,-6.31643,0
988809528_convenience_shop,53.31945,-6.31265,0
516017747_convenience_shop,53.33985,-6.30790,0
516148390_convenience_shop,53.33898,-6.30768,0
369369191_convenience_shop,53.33869,-6.29987,0
369368754_convenience_shop,53.33613,-6.29857,0
644739980_convenience_shop,53.39022,-6.29775,0
739980597_convenience_shop,53.40130,-6.29640,0
248741417_convenience_shop,53.28443,-6.29525,0
1425374586_convenience_shop,53.28193,-6.29495,0
984249246_convenience_shop,53.34820,-6.29445,0
369369673_convenience_shop,53.34244,-6.29416,0
1426100434_convenience_shop,53.33332,-6.29193,0
369367159_convenience_shop,53.33399,-6.29082,0
882293752_convenience_shop,53.34332,-6.28918,0
1320101689_convenience_shop,53.27818,-6.28889,0
890728259_convenience_shop,53.34068,-6.28770,0
1266621892_convenience_shop,53.34337,-6.28685,0
768231198_convenience_shop,53.33722,-6.28661,0
1484734457_convenience_shop,53.39068,-6.28640,0
700425967_convenience_shop,53.29851,-6.28595,0
1414422628_convenience_shop,53.33594,-6.28447,0
984249326_convenience_shop,53.34984,-6.28387,0
878495556_convenience_shop,53.31026,-6.28354,0
738998636_convenience_shop,53.35107,-6.28269,0
616036097_convenience_shop,53.35061,-6.28186,0
1426048608_convenience_shop,53.34322,-6.28052,0
912051636_convenience_shop,53.33943,-6.28021,0
976944637_convenience_shop,53.34996,-6.28000,0
1408449875_convenience_shop,53.33843,-6.27994,0
948542553_convenience_shop,53.38773,-6.27971,0
1473502330_convenience_shop,53.34263,-6.27911,0
1322638073_convenience_shop,53.31838,-6.27907,0
583383800_convenience_shop,53.32265,-6.27898,0
369367336_convenience_shop,53.33163,-6.27898,0
1473450267_convenience_shop,53.34275,-6.27888,0
552414179_convenience_shop,53.38271,-6.27692,0
1473487754_convenience_shop,53.34311,-6.27629,0
665822801_convenience_shop,53.32928,-6.27560,0
1226174524_convenience_shop,53.34321,-6.27554,0
650447155_convenience_shop,53.34821,-6.27501,0
632564177_convenience_shop,53.35005,-6.27450,0
1408500947_convenience_shop,53.33927,-6.27395,0
849784678_convenience_shop,53.33231,-6.27372,0
583256888_convenience_shop,53.33728,-6.27279,0
639845339_convenience_shop,53.36330,-6.27260,0
639839999_convenience_shop,53.36161,-6.27254,0
616043040_convenience_shop,53.33913,-6.27246,0
1099868776_convenience_shop,53.34118,-6.27243,0
1439443400_convenience_shop,53.36617,-6.27209,0
1484733483_convenience_shop,53.38972,-6.27191,0
1514079573_convenience_shop,53.34316,-6.27037,0
635273555_convenience_shop,53.35105,-6.27028,0
369367922_convenience_shop,53.33234,-6.26929,0
552414039_convenience_shop,53.37427,-6.26885,0
688912012_convenience_shop,53.37070,-6.26850,0
768516994_convenience_shop,53.34740,-6.26835,0
639848073_convenience_shop,53.37252,-6.26824,0
479100381_convenience_shop,53.34462,-6.26734,0
660279379_convenience_shop,53.32207,-6.26716,0
911170197_convenience_shop,53.33751,-6.26682,0
1496722628_convenience_shop,53.38579,-6.26583,0
503224344_convenience_shop,53.34068,-6.26577,0
637009054_convenience_shop,53.37146,-6.26570,0
564926472_convenience_shop,53.31611,-6.26537,0
631699041_convenience_shop,53.34743,-6.26534,0
564926467_convenience_shop,53.31601,-6.26534,0
564926459_convenience_shop,53.31574,-6.26522,0
1426048637_convenience_shop,53.32670,-6.26517,0
549665002_convenience_shop,53.34406,-6.26475,0
1426048718_convenience_shop,53.33253,-6.26473,0
1426048691_convenience_shop,53.32906,-6.26466,0
1406173509_convenience_shop,53.33923,-6.26434,0
480606959_convenience_shop,53.35115,-6.26362,0
311100348_convenience_shop,53.34714,-6.26333,0
588554610_convenience_shop,53.36017,-6.26324,0
641810199_convenience_shop,53.34281,-6.26286,0
729285505_convenience_shop,53.37891,-6.26230,0
311993478_convenience_shop,53.32735,-6.26167,0
659031076_convenience_shop,53.35959,-6.26111,0
1348371013_convenience_shop,53.35246,-6.26104,0
646869831_convenience_shop,53.33105,-6.26091,0
781486939_convenience_shop,53.34011,-6.26090,0
1428337341_convenience_shop,53.36326,-6.26028,0
1423586898_convenience_shop,53.34358,-6.25954,0
1423586903_convenience_shop,53.34393,-6.25942,0
664450176_convenience_shop,53.36204,-6.25941,0
664810672_convenience_shop,53.35940,-6.25911,0
1488891293_convenience_shop,53.35252,-6.25897,0
434153486_convenience_shop,53.34294,-6.25844,0
1517611762_convenience_shop,53.36324,-6.25828,0
1496775245_convenience_shop,53.38522,-6.25820,0
470326863_convenience_shop,53.35426,-6.25720,0
760422938_convenience_shop,53.28775,-6.25661,0
928004583_convenience_shop,53.36306,-6.25650,0
1529922571_convenience_shop,53.39863,-6.25633,0
1252914083_convenience_shop,53.37423,-6.25549,0
642990341_convenience_shop,53.36719,-6.25522,0
1350207392_convenience_shop,53.36734,-6.25518,0
311990080_convenience_shop,53.32543,-6.25517,0
1362728153_convenience_shop,53.38802,-6.25515,0
567263631_convenience_shop,53.34565,-6.25508,0
470326882_convenience_shop,53.35803,-6.25452,0
660192815_convenience_shop,53.36921,-6.25441,0
646867373_convenience_shop,53.32518,-6.25438,0
1517611768_convenience_shop,53.36186,-6.25414,0
1348263264_convenience_shop,53.33837,-6.25412,0
512531378_convenience_shop,53.32494,-6.25392,0
560470678_convenience_shop,53.35093,-6.25251,0
279042312_convenience_shop,53.37293,-6.25221,0
489185703_convenience_shop,53.34566,-6.25183,0
662981991_convenience_shop,53.35009,-6.25099,0
1416734130_convenience_shop,53.28413,-6.25069,0
836190815_convenience_shop,53.35151,-6.25016,0
641801480_convenience_shop,53.34297,-6.24986,0
650355079_convenience_shop,53.35137,-6.24944,0
724163698_convenience_shop,53.34944,-6.24855,0
486924408_convenience_shop,53.35753,-6.24854,0
1332667666_convenience_shop,53.37786,-6.24725,0
650355529_convenience_shop,53.35503,-6.24690,0
612976509_convenience_shop,53.31332,-6.24660,0
642405045_convenience_shop,53.33934,-6.24594,0
1496777112_convenience_shop,53.38833,-6.24584,0
775278113_convenience_shop,53.46035,-6.24568,0
1226162403_convenience_shop,53.34543,-6.24532,0
1350754906_convenience_shop,53.27911,-6.24530,0
683132047_convenience_shop,53.30229,-6.24485,0
973780786_convenience_shop,53.33363,-6.24476,0
1497890061_convenience_shop,53.34935,-6.24469,0
647995897_convenience_shop,53.33337,-6.24436,0
574814150_convenience_shop,53.44481,-6.24394,0
1508826450_convenience_shop,53.36106,-6.24293,0
760250448_convenience_shop,53.26857,-6.24288,0
278011396_convenience_shop,53.42795,-6.24280,0
244445751_convenience_shop,53.36241,-6.24261,0
947961039_convenience_shop,53.33830,-6.24245,0
1497890060_convenience_shop,53.34907,-6.24236,0
1496779548_convenience_shop,53.38178,-6.24163,0
1432810101_convenience_shop,53.33775,-6.24150,0
1496779550_convenience_shop,53.38151,-6.24047,0
1508853551_convenience_shop,53.36269,-6.24000,0
486924401_convenience_shop,53.36523,-6.23976,0
1508516246_convenience_shop,53.36242,-6.23713,0
683132043_convenience_shop,53.29843,-6.23683,0
281174254_convenience_shop,53.34419,-6.23644,0
278011351_convenience_shop,53.42340,-6.23643,0
1508841440_convenience_shop,53.36338,-6.23505,0
471773797_convenience_shop,53.32145,-6.23490,0
576982876_convenience_shop,53.33191,-6.23368,0
919764116_convenience_shop,53.46082,-6.23345,0
683113611_convenience_shop,53.29735,-6.23329,0
308961349_convenience_shop,53.34914,-6.23175,0
312577430_convenience_shop,53.32915,-6.23075,0
1514262473_convenience_shop,53.26510,-6.22953,0
312565718_convenience_shop,53.34170,-6.22788,0
1508868461_convenience_shop,53.36760,-6.22742,0
1521570236_convenience_shop,53.35714,-6.22703,0
1496778369_convenience_shop,53.38558,-6.22623,0
954566827_convenience_shop,53.27021,-6.22502,0
504985175_convenience_shop,53.27628,-6.22432,0
1529939346_convenience_shop,53.39653,-6.22223,0
688498212_convenience_shop,53.33750,-6.22021,0
704314921_convenience_shop,53.29913,-6.21989,0
445513246_convenience_shop,53.27710,-6.21882,0
896333872_convenience_shop,53.30392,-6.21730,0
654042897_convenience_shop,53.33237,-6.21567,0
908974531_convenience_shop,53.53699,-6.21526,0
1517841971_convenience_shop,53.36301,-6.21351,0
1529996795_convenience_shop,53.38643,-6.21164,0
259770094_convenience_shop,53.27796,-6.21086,0
708693173_convenience_shop,53.44522,-6.21001,0
259770092_convenience_shop,53.27642,-6.20915,0
1116293583_convenience_shop,53.31063,-6.20776,0
1529996816_convenience_shop,53.38241,-6.20748,0
1432597251_convenience_shop,53.38224,-6.20540,0
1521660954_convenience_shop,53.38726,-6.20094,0
1521661131_convenience_shop,53.38968,-6.20067,0
1056711381_convenience_shop,53.28907,-6.20042,0
1418297159_convenience_shop,53.30423,-6.19862,0
603799484_convenience_shop,53.25857,-6.19790,0
1418305350_convenience_shop,53.30535,-6.19770,0
1521665241_convenience_shop,53.38887,-6.19509,0
259770616_convenience_shop,53.30072,-6.18909,0
1521608541_convenience_shop,53.36482,-6.18407,0
560623706_convenience_shop,53.60599,-6.18400,0
1432780727_convenience_shop,53.38854,-6.18295,0
560623705_convenience_shop,53.60846,-6.18243,0
1425999498_convenience_shop,53.29755,-6.18032,0
456995794_convenience_shop,53.45540,-6.18015,0
662938698_convenience_shop,53.30112,-6.17728,0
560623704_convenience_shop,53.60614,-6.17698,0
486677660_convenience_shop,53.52422,-6.17400,0
943865289_convenience_shop,53.45128,-6.17019,0
646860293_convenience_shop,53.26999,-6.16710,0
683416299_convenience_shop,53.52723,-6.16640,0
474736528_convenience_shop,53.26215,-6.16173,0
664127882_convenience_shop,53.28611,-6.16070,0
597822594_convenience_shop,53.40293,-6.15691,0
550381054_convenience_shop,53.45236,-6.15411,0
550381057_convenience_shop,53.45075,-6.15400,0
1074293126_convenience_shop,53.26106,-6.15082,0
482107330_convenience_shop,53.38662,-6.14726,0
689479359_convenience_shop,53.49236,-6.13584,0
1425999499_convenience_shop,53.28726,-6.13503,0
598552822_convenience_shop,53.27951,-6.13488,0
1425999528_convenience_shop,53.29488,-6.13449,0
431495991_convenience_shop,53.29019,-6.13153,0
1528838351_convenience_shop,53.39799,-6.12721,0
710676597_convenience_shop,53.43372,-6.12478,0
311197910_convenience_shop,53.23092,-6.12423,0
311195236_convenience_shop,53.23145,-6.12379,0
598519964_convenience_shop,53.28673,-6.12201,0
311194971_convenience_shop,53.23675,-6.11908,0
598519958_convenience_shop,53.28612,-6.11833,0
689464974_convenience_shop,53.49352,-6.11151,0
370206890_convenience_shop,53.38563,-6.06530,0
